timestamp,Open,High,Low,Close,Volume
2005-01-03 00:00:00-05:00,0.9758036780041797,0.9807746955142311,0.9429652372936881,0.9533594846725464,691992000
2005-01-04 00:00:00-05:00,0.9608902893242376,0.9861966753522075,0.9485382694347063,0.963150143623352,1096810400
2005-01-05 00:00:00-05:00,0.9709826593394739,0.9828834751203661,0.9648070503290898,0.9715858101844788,680433600
2005-01-06 00:00:00-05:00,0.97414621139724,0.9777615975737322,0.9539617717258908,0.9723392724990845,705555200
2005-01-07 00:00:00-05:00,0.9791174278981035,1.0488610198379846,0.9753518062911033,1.043136715888977,2227450400
2005-01-10 00:00:00-05:00,1.0518729131596865,1.064978320664606,1.02249972951109,1.0387684106826782,1725309600
2005-01-11 00:00:00-05:00,1.028073138364562,1.041629753167225,0.9661626901697924,0.9724892377853394,2611627200
2005-01-12 00:00:00-05:00,0.9858955545433581,0.9926742120812473,0.953509238547471,0.9860464930534363,1919702400
2005-01-13 00:00:00-05:00,1.110319076070277,1.1210143958307406,1.0503674038402655,1.0514217615127563,3164716800
2005-01-14 00:00:00-05:00,1.0581997648404513,1.0803428858887814,1.0422330582403279,1.0574464797973633,1770742400
2005-01-18 00:00:00-05:00,1.0521742455846415,1.0649784818504096,1.0205412024542853,1.064225196838379,1006460000
2005-01-19 00:00:00-05:00,1.0618148807784455,1.0764259521479698,1.0506682560384426,1.052626132965088,751895200
2005-01-20 00:00:00-05:00,1.0491616609233085,1.0735646303012478,1.0464504992108936,1.0613627433776855,914922400
2005-01-21 00:00:00-05:00,1.0741670263286311,1.0785348919712952,1.0544338990980342,1.0618149042129517,911332800
2005-01-24 00:00:00-05:00,1.0691961614424264,1.08124701154252,1.0627185743460086,1.0658818483352661,841629600
2005-01-25 00:00:00-05:00,1.0750703534044064,1.0972134674157614,1.0685935722488105,1.0853135585784912,969231200
2005-01-26 00:00:00-05:00,1.0945023005678196,1.0958578310851361,1.0728112983246656,1.0883266925811768,739496800
2005-01-27 00:00:00-05:00,1.0869703362402405,1.0984189386617398,1.0777823928528893,1.0942012071609497,496227200
2005-01-28 00:00:00-05:00,1.093899998254203,1.1143856048583984,1.091188032082787,1.1143856048583984,801612000
2005-01-31 00:00:00-05:00,1.1234242881449066,1.1732837827675382,1.1223698300989975,1.1583707332611084,1681097600
2005-02-01 00:00:00-05:00,1.1606307976220687,1.1714762515337531,1.1535508637487417,1.1678608655929565,678395200
2005-02-02 00:00:00-05:00,1.1741872739652832,1.2037114977155021,1.1702707152680554,1.1994937658309937,1020062400
2005-02-03 00:00:00-05:00,1.1915106886542288,1.1964817066089564,1.1648486598987464,1.1720787286758423,731651200
2005-02-04 00:00:00-05:00,1.1729830973941504,1.1889498071171543,1.167861140222333,1.1875941753387451,563556000
2005-02-07 00:00:00-05:00,1.1889495839980142,1.195276233158545,1.1674096137185392,1.1891006231307983,524456800
